2.0	965.3934753112351	0.028887438558897492	1.5223864087288645e-06	2.489365026560901	4.8146339319303984e-08	0.00281458629516255	-1.1590693548119252e-05
3.0	915.9149469857944	0.037399816132275165	3.045203552338633e-06	2.7941923800504767	5.8550206142165286e-08	0.0028160501244839783	-1.2482184640682882e-05
4.0	867.89394670731	0.032780716768900944	5.076293104897898e-06	2.625998987710246	6.742695748543435e-08	0.002746612777414488	-1.063348975888622e-05
5.0	832.0201963203655	0.02214744204071641	7.616220109741266e-06	2.2423889181904793	7.512487523685846e-08	0.0026516122083146145	-7.3269407984869695e-06
6.0	807.5763163698949	0.012518218730761352	1.066568291726734e-05	1.8118158723647608	8.183995905173313e-08	0.002550164734107562	-3.6556262242763793e-06
7.0	792.1179838986144	0.006774927801565646	1.4225507959838585e-05	1.4278018634049443	8.774916324787819e-08	0.0024512578210880423	-4.571838233559146e-07
8.0	782.9208288625665	0.004327644431978118	1.829664372707945e-05	1.1321398938400835	9.297690652779407e-08	0.0023550575599416116	1.7264283290604348e-06
9.0	778.7325008496211	0.0034542163282113864	2.2880153467322327e-05	0.9301012360101488	9.762890650126633e-08	0.0022604932708073086	2.680072540890222e-06
10.0	778.2039900979763	0.002958820505190124	2.7977207502979754e-05	0.8145406090511613	1.0177154407124245e-07	0.002169516060837664	2.5413427353464596e-06
11.0	780.0373120471525	0.0025042371162555	3.358907450006601e-05	0.7697069902761537	1.0549487749029751e-07	0.002086197234072961	1.7126034626674831e-06
12.0	784.919915364494	0.002189844876107075	3.971711206302898e-05	0.7780680198318288	1.088024099965112e-07	0.0020095335431595217	6.415820043606408e-07
13.0	791.0533602199428	0.0020986317868344835	4.636275674417562e-05	0.8178906266610778	1.1179191742093999e-07	0.0019420055538581368	-3.485957639869197e-07
14.0	798.2835924802675	0.0021819076446616043	5.3527513477878405e-05	0.8688137841990988	1.1445337651929588e-07	0.00187682593707194	-1.0740687252695644e-06
15.0	805.6143916525128	0.002360067844648189	6.121294456959834e-05	0.9227546333613555	1.1685705134756493e-07	0.001814508146449468	-1.4169856467105816e-06
16.0	814.7514690892189	0.0026057711243501406	6.942065825481563e-05	0.9813340021187662	1.1900704031272785e-07	0.0017524257444064975	-1.30588699786629e-06
17.0	825.5451564351181	0.0029574953415444343	7.815229710189714e-05	1.0419917567761159	1.209293762091735e-07	0.0016920173410769096	-8.741808797618324e-07
18.0	836.8821098244963	0.0034574126802551846	8.740952589566767e-05	1.1033881685944875	1.2265696975537507e-07	0.0016356166278816084	-3.182796537902768e-07
19.0	849.546348506615	0.004112780423661721	9.719401995954968e-05	1.1687927586435043	1.241994787689763e-07	0.0015831569993771167	1.1025446669364081e-07
20.0	861.9453151366274	0.004904764311806537	0.0001075074530212293	1.2332211208400194	1.2556451492824825e-07	0.001534016250456744	2.172694486576686e-07
21.0	874.7732328602353	0.005825513218866697	0.0001183514853421796	1.3009813445960956	1.2677267623845442e-07	0.0014876044240873883	8.28603965995821e-08
22.0	888.0518648659095	0.006884079547770933	0.0001297277520827216	1.3722921227433276	1.2784456138200645e-07	0.0014434309832074528	-1.5535545230519754e-07
23.0	901.3947893177616	0.008073861737002162	0.000141637851728076	1.4452476374968644	1.287886343832096e-07	0.001401308176316868	-3.9613957592196153e-07
24.0	915.1240001919016	0.009393314845042735	0.0001540833353521888	1.5171716928472527	1.2961145191482894e-07	0.0013611419715491872	-5.697343698959052e-07
25.0	929.3788696185167	0.010845865445128411	0.0001670656956452773	1.5799740585070952	1.3032369297774394e-07	0.0013228849973835268	-6.936956174302643e-07
26.0	943.6736007482931	0.012442230535587106	0.0001805863578753724	1.636873357050338	1.3093654584627567e-07	0.0012864457030296512	-7.897637912954039e-07
27.0	958.4133888241824	0.014192685434129163	0.00019464666916995996	1.6887809183317513	1.3145856491726055e-07	0.0012514898158911623	-8.108365799856138e-07
28.0	973.4238558034407	0.016090472145139485	0.0002092478906908988	1.73108316018451	1.3189622028137993e-07	0.0012177402975590713	-7.108740516303645e-07
29.0	988.6269527053315	0.018159864519137554	0.00022439118970433931	1.768612094786334	1.3224957392293453e-07	0.0011853621725122516	-5.153751749291026e-07
30.0	1004.2197135213634	0.020428024196253686	0.00024007763182909043	1.7944875072275095	1.3251967336179972e-07	0.001154561630567858	-2.808592085745074e-07
31.0	1019.5980840583804	0.02289349599634937	0.00025630817684839326	1.819521004612889	1.3271721742041115e-07	0.0011252621165639444	-1.1729117339583188e-07
32.0	1035.568959053983	0.02557460264911548	0.00027308367097395367	1.838787911632371	1.3285348302758366e-07	0.0010973159710868559	-1.1881016471031093e-07
33.0	1051.6066322987876	0.028429961157744977	0.0002904048441089008	1.8511126100410185	1.3293223245626429e-07	0.001070563019140718	-2.647932551173941e-07
34.0	1067.6927016047443	0.03148301760807857	0.0003082723063877248	1.8578134473812695	1.3295583414565861e-07	0.0010448226977476192	-4.934238187343885e-07
35.0	1084.40723324018	0.03473899396013688	0.00032668654610535313	1.8494617412476968	1.3292791814530684e-07	0.0010198369372138836	-6.919202025383853e-07
36.0	1100.8467857563376	0.038225488688603856	0.00034564792857858006	1.836023181982608	1.3285243109591608e-07	0.0009954618916099697	-7.598136642208007e-07
37.0	1117.531179180322	0.0419685604116598	0.000365156695963055	1.8118578720062033	1.327329197036925e-07	0.0009720784628724864	-6.952686146062642e-07
38.0	1134.5625954003108	0.04595718267915081	0.0003852129685472351	1.779200160691136	1.3257256461467377e-07	0.0009500587383709104	-5.29882261906636e-07
